Timestamp,Label,Assumed_Power_W,PUE,Year,Total_Wall_Time_s,Total_Energy_kWh,Country,Intensity_kgCO2_per_kWh,Emissions_kgCO2
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,ASEAN (Ember),569.94794,0.03360282441170416
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Myanmar,569.6921,0.03358774067160416
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,North Macedonia,568.9655,0.03354490200072916
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Dominican Republic,566.6918,0.03341084985929166
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Tunisia,560.24963,0.033031034279397915
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,China,559.5517,0.032989885926020826
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Thailand,554.4976,0.03269190777233333
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Australia,551.58984,0.03252047290635
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Oman,545.32874,0.03215133279870416
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Africa (Ember),542.41693,0.031979659154002076
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Cyprus,512.2378,0.030200366809708327
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Nigeria,507.84946,0.02994164033992083
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Singapore,498.74182,0.02940467475719583
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Cambodia,497.45547,0.029328834509081244
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Oceania (Ember),493.4236,0.02909112469358333
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Mexico,484.83173,0.028584567728085413
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Malta,484.1629,0.028545135044020828
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Japan,482.32416,0.028436727147399997
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,World,473.0065,0.02788737926677083
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Vietnam,471.15857,0.027778429548810414
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Turkey,469.697,0.027692258731041662
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,G20 (Ember),468.98517,0.027650290865518744
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Bolivia,468.0162,0.027593162614875
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Russia,449.19592,0.02648356203588333
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,South Korea,414.2726,0.024424563121291664
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Czechia,413.85922,0.024400191183820828
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Montenegro,413.5135,0.024379808324895832
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Pakistan,398.6102,0.023501143910291664
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,United States,383.5492,0.022613181865083327
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Argentina,358.94824,0.02116276564068333
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,North America (Ember),357.41916,0.021072614588024997
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Germany,344.13992,0.020289701029216664
